
"PSY 448 /0","01","2356","Ind","","002737","","","","","","","1","0","0","0",""
"PSY 448","02","****","Ind","","002737","","","","Burn, S","","","","","","",""
"PSY 448","03","****","Ind","","002737","","","","Sweatt, L","","","","","","",""
"PSY 448","04","****","Ind","","002737","","","","Estrada, A","","","","","","",""
"PSY 448","05","****","Ind","","002737","","","","Freberg, L","","","","","","",""
"PSY 448","06","****","Ind","","002737","","","","Langner, C","","","","","","",""
"PSY 448","07","****","Ind","","002737","","","","Levi, D","","","","","","",""
"PSY 448","08","****","Ind","","002737","","","","Bennion, K","","","","","","",""
"PSY 448","09","****","Ind","","002737","","","","Pedrotti, J","","","","","","",""
"PSY 448","10","****","Ind","","002737","","","","Williams, A","","","","","","",""
"PSY 448","11","****","Ind","","002737","","","","Ryujin, D","","","","","","",""
"PSY 448","12","****","Ind","","002737","","","","Kaczorowski, J","","","","","","",""
"PSY 448 /0","13","****","Ind","","002737","","","","","","","","","","",""
"PSY 448","14","****","Ind","","002737","","","","Bettergarcia, J","","","","","","",""
"PSY 448","15","****","Ind","","002737","","","","Cacciamani, L","","","","","","",""
"PSY 448","16","****","Ind","","002737","","","","Valencia-Laver, D","","","","","","",""
"PSY 448 /0","17","****","Ind","","002737","","","","","","","","","","",""
"PSY 448","18","****","Ind","","002737","","","","Rodgers, J","","","","","","",""
"PSY 448","19","****","Ind","","002737","","","","Bettergarcia, J","","","","","","",""
"PSY 448","20","****","Ind","","002737","","","","Daniels, D","","","","","","",""
"PSY 448","21","****","Ind","","002737","","","","Jipson, J","","","","","","",""
"PSY 448","22","****","Ind","","002737","","","","Jovanovic, J","","","","","","",""
"PSY 448","23","****","Ind","","002737","","","","Lee, L","","","","","","",""
"PSY 448","24","****","Ind","","002737","","","","Smith, T","","","","","","",""
"PSY 448 /0","25","****","Ind","","002737","","","","","","","","","","",""
