
"MATH 143 (1)","01","2716","Lec","GEB1","000932","MTRF","07:10 AM","08:00 AM","Robbins, M","038-0227","35","35","35","0","0","ICS"
"MATH 143 (1) /0","02","2717","Lec","GEB1","000932","MTRF","07:10 AM","08:00 AM","","038-0221","35","35","35","0","0","ICS"
"MATH 143 (1)","03","2718","Lec","GEB1","000932","MTRF","08:10 AM","09:00 AM","Robbins, M","038-0227","35","35","35","0","0","ICS"
"MATH 143 (1) /0","04","3478","Lec","GEB1","000932","MTRF","08:10 AM","09:00 AM","","038-0221","35","35","35","0","0","ICS"
"MATH 143 (1)","05","2719","Lec","GEB1","000932","MTRF","09:10 AM","10:00 AM","Robbins, M","038-0227","35","35","35","0","0","ICS"
"MATH 143 (1)","06","2720","Lec","GEB1","000932","MTRF","09:10 AM","10:00 AM","Sze, L","021-0238","36","35","30","0","0","ICS"
"MATH 143 (1)","07","2721","Lec","GEB1","000932","MTWR","10:10 AM","11:00 AM","Medina, E","038-0226","35","35","30","0","0","ICS"
"MATH 143 (1)","08","2722","Lec","GEB1","000932","MTRF","10:10 AM","11:00 AM","Sze, L","021-0238","36","35","30","0","0","ICS"
"MATH 143 (1)","09","3684","Lec","GEB1","000932","MTWR","12:10 PM","01:00 PM","Riley, K","038-0221","35","35","30","0","0","ICS"
"MATH 143 (1)","10","3685","Lec","GEB1","000932","MTRF","12:10 PM","01:00 PM","Stankus, M","038-0220","35","35","30","0","0","ICS"
"MATH 143 (1)","11","4042","Lec","GEB1","000932","MTWR","01:10 PM","02:00 PM","Riley, K","038-0221","35","35","19","0","0","ICS"
"MATH 143 (1)","12","4140","Lec","GEB1","000932","MTRF","02:10 PM","03:00 PM","Robertson, J","038-0202","35","35","16","0","0","ICS"
"MATH 143","13","4141","Lec","GEB1","000932","MTRF","03:10 PM","04:00 PM","Robertson, J","038-0202","35","35","30","0","0","ICS"
"MATH 143 (2)","70","****","Lec","GEB1","000932","MTRF","01:10 PM","02:00 PM","Patton, L","038-0226","35","","","","","ICS"
"MATH 143 (2)","71","****","Lec","GEB1","000932","MTRF","02:10 PM","03:00 PM","Patton, L","038-0226","35","","","","","ICS"
