
"MU 461","01","2088","Ind","","000628","","","","Spiller, W","","","10","0","0","0",""
"MU 461","02","2096","Ind","","000628","","","","Arrivee, D","","","10","0","0","0",""
"MU 461","03","2089","Ind","","000628","","","","Barata, A","","","10","0","0","0",""
"MU 461","04","2092","Ind","","000628","","","","Brammeier, M","","","10","0","0","0",""
"MU 461","05","2090","Ind","","000628","","","","Glysson, S","","","10","0","0","0",""
"MU 461","06","2091","Ind","","000628","","","","D'Avignon, I","","","10","0","0","0",""
"MU 461 /0","07","2093","Ind","","000628","","","","","","","10","0","0","0",""
"MU 461","08","2094","Ind","","000628","","","","McLamore, L","","","10","0","0","0",""
"MU 461","09","2095","Ind","","000628","","","","Rinzler, P","","","10","0","0","0",""
"MU 461","10","2560","Ind","","000628","","","","Woodruff, C","","","10","0","0","0",""
