
"CSC 430","01","6829","Lec","","001089","MWF","08:10 AM","09:00 AM","Clements, J","186-C201","36","30","0","0","0","ICS"
"CSC 430","02","6830","Lab","","001089","MWF","09:10 AM","10:00 AM","Clements, J","014-0302","24","30","0","0","0","ICS"
"CSC 430","03","8355","Lec","","001089","TR","03:10 PM","04:30 PM","Van De Vanter, M","014-0252","35","30","0","0","0","ICS"
"CSC 430","04","8356","Lab","","001089","TR","04:40 PM","06:00 PM","Van De Vanter, M","020-0127","16","30","0","0","0","ICS"
"CSC 430","05","8635","Lec","","001089","MWF","11:10 AM","12:00 PM","Keen, A","014-0250","35","30","0","0","0","ICS"
"CSC 430","06","8636","Lab","","001089","MWF","12:10 PM","01:00 PM","Keen, A","014-0256","30","30","0","0","0","ICS"
"CSC 430","07","8637","Lec","","001089","MWF","02:10 PM","03:00 PM","Keen, A","186-C302","48","30","0","0","0","ICS"
"CSC 430","08","8638","Lab","","001089","MWF","03:10 PM","04:00 PM","Keen, A","014-0301","35","30","0","0","0","ICS"
"CSC 430","09","8750","Lec","","001089","TR","12:10 PM","01:30 PM","Van De Vanter, M","014-0232B","20","30","0","0","0","ICS"
"CSC 430","10","8751","Lab","","001089","TR","01:40 PM","03:00 PM","Van De Vanter, M","014-0302","24","30","0","0","0","ICS"
