
"CSC 597 /0","01","3317","Ind","","002111","","","","","","","10","0","0","0",""
"CSC 597 /0","02","****","Ind","","002111","","","","","","","","","","",""
"CSC 597 /0","03","****","Ind","","002111","","","","","","","","","","",""
"CSC 597 /0","04","****","Ind","","002111","","","","","","","","","","",""
"CSC 597 /0","05","****","Ind","","002111","","","","","","","","","","",""
"CSC 597 /0","06","****","Ind","","002111","","","","","","","","","","",""
"CSC 597 /0","07","****","Ind","","002111","","","","","","","","","","",""
"CSC 597 /0","08","****","Ind","","002111","","","","","","","","","","",""
"CSC 597 /0","09","****","Ind","","002111","","","","","","","","","","",""
"CSC 597 /0","10","****","Ind","","002111","","","","","","","","","","",""
"CSC 597 /0","11","****","Ind","","002111","","","","","","","","","","",""
"CSC 597 /0","12","****","Ind","","002111","","","","","","","","","","",""
"CSC 597 /0","13","****","Ind","","002111","","","","","","","","","","",""
"CSC 597 /0","14","****","Ind","","002111","","","","","","","","","","",""
"CSC 597 /0","15","****","Ind","","002111","","","","","","","","","","",""
