
"MU 221","01","3880","Lec","C3US","","MWF","01:10 PM","02:00 PM","Rinzler, P","045-0218","150","100","0","0","0","ICS"
"MU 221","02","3881","Act","C3US","","","","","Rinzler, P","","","100","0","0","0",""
