
"MATH 116 /0","01","1780","Lec","GEB1","002527","MWF","08:10 AM","09:00 AM","","014-0250","35","35","9","0","1","ICS"
"MATH 116 /0","02","1781","Lec","GEB1","002527","MW","06:10 PM","07:30 PM","","010-0125","40","35","8","0","0","ICS"
