
"STAT 530 /0","70","****","Lec","","002811","","","","","","","","","","",""
"STAT 530 /0","71","8672","Lec","","002811","","","","","","","0","0","0","0",""
"STAT 530 (1)","72","8771","Lec","","002811","TR","09:10 AM","11:00 AM","Lund, U","010-0215","24","3","1","0","0","ICS"
