
"CHIN 202","01","5965","Lec","GEC5","003121","MW","10:10 AM","11:30 AM","Chen, H","026-0123","38","24","1","0","0","ICS"
"CHIN 202","02","5966","Act","GEC5","003121","MW","11:40 AM","12:00 PM","Chen, H","026-0123","38","24","1","0","0","ICS"
