
"CSC 400 /0","01","1461","Ind","","","","","","","","","20","0","0","0",""
"CSC 400 /0","02","****","Ind","","","","","","","","","","","","",""
"CSC 400 /0","03","****","Ind","","","","","","","","","","","","",""
"CSC 400 /0","04","****","Ind","","","","","","","","","","","","",""
"CSC 400 /0","05","****","Ind","","","","","","","","","","","","",""
"CSC 400 /0","06","****","Ind","","","","","","","","","","","","",""
"CSC 400 /0","07","****","Ind","","","","","","","","","","","","",""
"CSC 400 /0","08","****","Ind","","","","","","","","","","","","",""
"CSC 400 /0","09","****","Ind","","","","","","","","","","","","",""
"CSC 400 /0","10","****","Ind","","","","","","","","","","","","",""
"CSC 400 /0","11","****","Ind","","","","","","","","","","","","",""
"CSC 400 /0","12","****","Ind","","","","","","","","","","","","",""
"CSC 400 /0","13","****","Ind","","","","","","","","","","","","",""
"CSC 400 /0","14","****","Ind","","","","","","","","","","","","",""
"CSC 400 /0","15","****","Ind","","","","","","","","","","","","",""
