
"EE 402 /0","01","1541","Lec","","000853","","","","","","","0","0","0","0",""
"EE 402","02","7700","Lec","","000853","MTWF","10:10 AM","11:00 AM","Arakaki, D","021-0235","36","36","0","0","0","ICS"
"EE 402","03","8752","Lec","","000853","MTWF","08:10 AM","09:00 AM","Ahlgren, W","021-0235","36","36","0","0","0","ICS"
