
"EE 500 /0","01","1546","Ind","","","","","","","","","20","0","0","0",""
"EE 500 /0","02","****","Ind","","","","","","","","","","","","",""
"EE 500 /0","03","****","Ind","","","","","","","","","","","","",""
"EE 500 /0","04","****","Ind","","","","","","","","","","","","",""
"EE 500 /0","05","****","Ind","","","","","","","","","","","","",""
"EE 500 /0","06","****","Ind","","","","","","","","","","","","",""
"EE 500 /0","07","****","Ind","","","","","","","","","","","","",""
"EE 500 /0","08","****","Ind","","","","","","","","","","","","",""
"EE 500 /0","09","****","Ind","","","","","","","","","","","","",""
"EE 500 /0","10","****","Ind","","","","","","","","","","","","",""
