
"HIST 214","01","5527","Lec","GED2","","MW","06:10 PM","08:00 PM","Jones, C","003-0213","230","120","0","0","0","ICS"
"HIST 214","02","7944","Lec","GED2","","MW","04:10 PM","06:00 PM","Jones, C","186-C200","48","48","0","0","0","ICS"
