
"PSY 453 /0","01","2174","Ind","","002738","","","","","","","1","0","0","0",""
"PSY 453","02","****","Ind","","002738","","","","Burn, S","","","","","","",""
"PSY 453","03","****","Ind","","002738","","","","Sweatt, L","","","","","","",""
"PSY 453","04","****","Ind","","002738","","","","Estrada, A","","","","","","",""
"PSY 453","05","****","Ind","","002738","","","","Freberg, L","","","","","","",""
"PSY 453","06","****","Ind","","002738","","","","Langner, C","","","","","","",""
"PSY 453","07","****","Ind","","002738","","","","Levi, D","","","","","","",""
"PSY 453","08","****","Ind","","002738","","","","Bennion, K","","","","","","",""
"PSY 453","09","****","Ind","","002738","","","","Pedrotti, J","","","","","","",""
"PSY 453","10","****","Ind","","002738","","","","Williams, A","","","","","","",""
"PSY 453","11","****","Ind","","002738","","","","Ryujin, D","","","","","","",""
"PSY 453","12","****","Ind","","002738","","","","Kaczorowski, J","","","","","","",""
"PSY 453","13","****","Ind","","002738","","","","Selby, M","","","","","","",""
"PSY 453","14","****","Ind","","002738","","","","Bettergarcia, J","","","","","","",""
"PSY 453","15","****","Ind","","002738","","","","Cacciamani, L","","","","","","",""
"PSY 453","16","****","Ind","","002738","","","","Valencia-Laver, D","","","","","","",""
"PSY 453","17","****","Ind","","002738","","","","Williams, J","","","","","","",""
"PSY 453","18","****","Ind","","002738","","","","Rodgers, J","","","","","","",""
"PSY 453","19","****","Ind","","002738","","","","Bettergarcia, J","","","","","","",""
"PSY 453","20","****","Ind","","002738","","","","Daniels, D","","","","","","",""
"PSY 453","21","****","Ind","","002738","","","","Jipson, J","","","","","","",""
"PSY 453","22","****","Ind","","002738","","","","Jovanovic, J","","","","","","",""
"PSY 453","23","****","Ind","","002738","","","","Lee, L","","","","","","",""
"PSY 453","24","****","Ind","","002738","","","","Smith, T","","","","","","",""
"PSY 453 /0","25","****","Ind","","002738","","","","","","","","","","",""
