
"EE 462","01","4272","Ind","","002123","","","","Arakaki, D","","","15","0","0","0",""
"EE 462","02","4273","Ind","","002123","","","","Benson, B","","","15","0","0","0",""
"EE 462","03","4274","Ind","","002123","","","","Nafisi, A","","","15","0","0","0",""
"EE 462","04","4275","Ind","","002123","","","","Yu, X","","","15","0","0","0",""
"EE 462","05","4276","Ind","","002123","","","","Zhang, X","","","15","0","0","0",""
"EE 462","06","4277","Ind","","002123","","","","Dolan, D","","","15","0","0","0",""
"EE 462","07","4278","Ind","","002123","","","","Danowitz, A","","","15","0","0","0",""
"EE 462","08","4279","Ind","","002123","","","","Mealy, B","","","15","0","0","0",""
"EE 462","09","4280","Ind","","002123","","","","Pilkington, W","","","15","0","0","0",""
"EE 462","10","4281","Ind","","002123","","","","Prodanov, V","","","15","0","0","0",""
"EE 462","11","4282","Ind","","002123","","","","Shaban, A","","","15","0","0","0",""
"EE 462","12","4283","Ind","","002123","","","","Slivovsky, L","","","15","0","0","0",""
"EE 462","13","4284","Ind","","002123","","","","Taufik, N","","","30","0","0","0",""
"EE 462","14","4373","Ind","","002123","","","","Oliver, J","","","15","0","0","0",""
"EE 462","15","4573","Ind","","002123","","","","Agbo, S","","","15","0","0","0",""
"EE 462","16","4574","Ind","","002123","","","","Ahlgren, W","","","15","0","0","0",""
"EE 462","17","4575","Ind","","002123","","","","Braun, D","","","15","0","0","0",""
"EE 462","18","4576","Ind","","002123","","","","Derickson, D","","","15","0","0","0",""
"EE 462","19","4577","Ind","","002123","","","","Jin, X","","","15","0","0","0",""
"EE 462","20","4578","Ind","","002123","","","","Saghri, J","","","15","0","0","0",""
"EE 462","21","4579","Ind","","002123","","","","Smilkstein, T","","","15","0","0","0",""
"EE 462","22","5501","Ind","","002123","","","","MacCarley, C","","","10","0","0","0",""
"EE 462","23","6203","Ind","","002123","","","","DePiero, F","","","10","0","0","0",""
"EE 462","24","8824","Ind","","002123","","","","Poshtan, M","","","15","0","0","0",""
"EE 462","25","8835","Ind","","002123","","","","Dehghan Banadaki, A","","","15","0","0","0",""
