
"PSY 449 /0","01","2162","Ind","","002737","","","","","","","1","0","0","0",""
"PSY 449","02","****","Ind","","002737","","","","Burn, S","","","","","","",""
"PSY 449","03","****","Ind","","002737","","","","Sweatt, L","","","","","","",""
"PSY 449","04","****","Ind","","002737","","","","Estrada, A","","","","","","",""
"PSY 449","05","****","Ind","","002737","","","","Freberg, L","","","","","","",""
"PSY 449","06","****","Ind","","002737","","","","Langner, C","","","","","","",""
"PSY 449","07","****","Ind","","002737","","","","Levi, D","","","","","","",""
"PSY 449","08","****","Ind","","002737","","","","Bennion, K","","","","","","",""
"PSY 449","09","****","Ind","","002737","","","","Pedrotti, J","","","","","","",""
"PSY 449","10","****","Ind","","002737","","","","Williams, A","","","","","","",""
"PSY 449","11","****","Ind","","002737","","","","Ryujin, D","","","","","","",""
"PSY 449","12","****","Ind","","002737","","","","Kaczorowski, J","","","","","","",""
"PSY 449 /0","13","****","Ind","","002737","","","","","","","","","","",""
"PSY 449","14","****","Ind","","002737","","","","Bettergarcia, J","","","","","","",""
"PSY 449","15","****","Ind","","002737","","","","Cacciamani, L","","","","","","",""
"PSY 449","16","****","Ind","","002737","","","","Valencia-Laver, D","","","","","","",""
"PSY 449 /0","17","****","Ind","","002737","","","","","","","","","","",""
"PSY 449","18","****","Ind","","002737","","","","Rodgers, J","","","","","","",""
"PSY 449","19","****","Ind","","002737","","","","Bettergarcia, J","","","","","","",""
"PSY 449","20","****","Ind","","002737","","","","Daniels, D","","","","","","",""
"PSY 449","21","****","Ind","","002737","","","","Jipson, J","","","","","","",""
"PSY 449","22","****","Ind","","002737","","","","Jovanovic, J","","","","","","",""
"PSY 449","23","****","Ind","","002737","","","","Lee, L","","","","","","",""
"PSY 449","24","****","Ind","","002737","","","","Smith, T","","","","","","",""
"PSY 449 /0","25","****","Ind","","002737","","","","","","","","","","",""
