
"PSY 200 /0","01","2134","Ind","","000738","","","","","","","1","0","0","0",""
"PSY 200","02","****","Ind","","000738","","","","Burn, S","","","","","","",""
"PSY 200","03","****","Ind","","000738","","","","Sweatt, L","","","","","","",""
"PSY 200","04","****","Ind","","000738","","","","Estrada, A","","","","","","",""
"PSY 200","05","****","Ind","","000738","","","","Freberg, L","","","","","","",""
"PSY 200","06","****","Ind","","000738","","","","Langner, C","","","","","","",""
"PSY 200","07","****","Ind","","000738","","","","Levi, D","","","","","","",""
"PSY 200","08","****","Ind","","000738","","","","Bennion, K","","","","","","",""
"PSY 200","09","****","Ind","","000738","","","","Pedrotti, J","","","","","","",""
"PSY 200","10","****","Ind","","000738","","","","Williams, A","","","","","","",""
"PSY 200","11","****","Ind","","000738","","","","Ryujin, D","","","","","","",""
"PSY 200","12","****","Ind","","000738","","","","Kaczorowski, J","","","","","","",""
"PSY 200 /0","13","****","Ind","","000738","","","","","","","","","","",""
"PSY 200","14","****","Ind","","000738","","","","Bettergarcia, J","","","","","","",""
"PSY 200","15","****","Ind","","000738","","","","Cacciamani, L","","","","","","",""
"PSY 200","16","****","Ind","","000738","","","","Valencia-Laver, D","","","","","","",""
"PSY 200 /0","17","****","Ind","","000738","","","","","","","","","","",""
"PSY 200","18","****","Ind","","000738","","","","Rodgers, J","","","","","","",""
"PSY 200","19","****","Ind","","000738","","","","Bettergarcia, J","","","","","","",""
"PSY 200","20","****","Ind","","000738","","","","Daniels, D","","","","","","",""
"PSY 200","21","****","Ind","","000738","","","","Jipson, J","","","","","","",""
"PSY 200","22","****","Ind","","000738","","","","Jovanovic, J","","","","","","",""
"PSY 200","23","****","Ind","","000738","","","","Lee, L","","","","","","",""
"PSY 200","24","****","Ind","","000738","","","","Smith, T","","","","","","",""
"PSY 200 /0","25","****","Ind","","000738","","","","","","","","","","",""
