
"MATH 119 /0","01","2428","Lec","GEB1","003643","MW","06:10 PM","08:00 PM","","038-0221","35","35","2","0","0","ICS"
"MATH 119 /0","02","3558","Lec","GEB1","003643","TR","06:10 PM","08:00 PM","","038-0221","35","35","19","0","0","ICS"
