
"PSY 462 /0","01","2191","Ind","","002740","","","","","","","1","0","0","0",""
"PSY 462","02","****","Ind","","002740","","","","Burn, S","","","","","","",""
"PSY 462","03","****","Ind","","002740","","","","Sweatt, L","","","","","","",""
"PSY 462","04","****","Ind","","002740","","","","Estrada, A","","","","","","",""
"PSY 462","05","****","Ind","","002740","","","","Freberg, L","","","","","","",""
"PSY 462","06","****","Ind","","002740","","","","Langner, C","","","","","","",""
"PSY 462","07","****","Ind","","002740","","","","Levi, D","","","","","","",""
"PSY 462","08","****","Ind","","002740","","","","Bennion, K","","","","","","",""
"PSY 462","09","****","Ind","","002740","","","","Pedrotti, J","","","","","","",""
"PSY 462","10","****","Ind","","002740","","","","Williams, A","","","","","","",""
"PSY 462","11","****","Ind","","002740","","","","Ryujin, D","","","","","","",""
"PSY 462","12","****","Ind","","002740","","","","Kaczorowski, J","","","","","","",""
"PSY 462 /0","13","****","Ind","","002740","","","","","","","","","","",""
"PSY 462","14","****","Ind","","002740","","","","Bettergarcia, J","","","","","","",""
"PSY 462","15","****","Ind","","002740","","","","Cacciamani, L","","","","","","",""
"PSY 462","16","****","Ind","","002740","","","","Valencia-Laver, D","","","","","","",""
"PSY 462 /0","17","****","Ind","","002740","","","","","","","","","","",""
"PSY 462","18","****","Ind","","002740","","","","Rodgers, J","","","","","","",""
"PSY 462","19","****","Ind","","002740","","","","Bettergarcia, J","","","","","","",""
"PSY 462","20","****","Ind","","002740","","","","Daniels, D","","","","","","",""
"PSY 462","21","****","Ind","","002740","","","","Jipson, J","","","","","","",""
"PSY 462","22","****","Ind","","002740","","","","Jovanovic, J","","","","","","",""
"PSY 462","23","****","Ind","","002740","","","","Lee, L","","","","","","",""
"PSY 462","24","****","Ind","","002740","","","","Smith, T","","","","","","",""
"PSY 462 /0","25","****","Ind","","002740","","","","","","","","","","",""
