
"EE 599","01","1553","Ind","","000346","","","","Taufik, N","","","20","0","0","0",""
"EE 599","02","****","Ind","","000346","","","","Prodanov, V","","","","","","",""
"EE 599","03","****","Ind","","000346","","","","Danowitz, A","","","","","","",""
"EE 599","04","****","Ind","","000346","","","","Derickson, D","","","","","","",""
"EE 599","05","****","Ind","","000346","","","","Benson, B","","","","","","",""
"EE 599","06","****","Ind","","000346","","","","Slivovsky, L","","","","","","",""
"EE 599","07","****","Ind","","000346","","","","Pilkington, W","","","","","","",""
"EE 599","08","****","Ind","","000346","","","","Smilkstein, T","","","","","","",""
"EE 599","09","****","Ind","","000346","","","","Dolan, D","","","","","","",""
"EE 599","10","****","Ind","","000346","","","","Saghri, J","","","","","","",""
"EE 599","11","****","Ind","","000346","","","","Zhang, X","","","","","","",""
"EE 599","12","****","Ind","","000346","","","","Arakaki, D","","","","","","",""
"EE 599","13","****","Ind","","000346","","","","Shaban, A","","","","","","",""
"EE 599","14","****","Ind","","000346","","","","Mealy, B","","","","","","",""
"EE 599","15","****","Ind","","000346","","","","Ahlgren, W","","","","","","",""
"EE 599","16","****","Ind","","000346","","","","Braun, D","","","","","","",""
"EE 599","17","****","Ind","","000346","","","","Jin, X","","","","","","",""
"EE 599","18","****","Ind","","000346","","","","Nafisi, A","","","","","","",""
"EE 599","19","****","Ind","","000346","","","","Poshtan, M","","","","","","",""
"EE 599","20","****","Ind","","000346","","","","Yu, X","","","","","","",""
"EE 599","21","4843","Ind","","000346","","","","MacCarley, C","","","10","0","0","0",""
"EE 599","22","5476","Ind","","000346","","","","Oliver, J","","","15","0","0","0",""
"EE 599","23","7416","Ind","","000346","","","","Seng, J","","","10","0","0","0",""
"EE 599","24","7551","Ind","","000346","","","","Peterson, Z","","","10","0","0","0",""
"EE 599","25","7585","Ind","","000346","","","","Kurfess, F","","","10","0","0","0",""
